"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CNNX","Cone Midstream Partners LP","16.76","$977.83M","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cnnx",
"COP","ConocoPhillips","41.7","$51.64B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CNX","CONSOL Energy Inc.","15.82","$3.63B","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"ED","Consolidated Edison Inc","81.67","$24.01B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ed",
"STZ","Constellation Brands Inc","165.9","$33.26B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stz.b",
"CSTM","Constellium N.V.","4.71","$496.8M","2013","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cstm",
"TCS","Container Store (The)","5.29","$253.85M","2013","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tcs",
"CBPX","Continental Building Products, Inc.","22.09","$899.81M","2014","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cbpx",
"CLR","Continental Resources, Inc.","43.9","$16.44B","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","18.57","$1.88B","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/vlrs",
"CVG","Convergys Corporation","25.01","$2.41B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/cvg",
"COO","Cooper Companies, Inc. (The)","177.42","$8.6B","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coo",
"CTB","Cooper Tire & Rubber Company","29.73","$1.64B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","77.04","$1.33B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cps",
"CPA","Copa Holdings, S.A.","53.44","$2.25B","2005","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/cpa",
"CLB","Core Laboratories N.V.","120.84","$5.12B","1995","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CLGX","CoreLogic, Inc.","38.74","$3.44B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clgx",
"CORR","CorEnergy Infrastructure Trust, Inc.","28.09","$335.11M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/corr^a",
"COR","CoreSite Realty Corporation","89.57","$2.77B","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cor",
"COR^A","CoreSite Realty Corporation","26.3799","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cor^a",
"GLW","Corning Incorporated","19.93","$21.43B","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/glw",
"GYC","Corporate Asset Backed Corp CABCO","23.72","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyc",
"OFC","Corporate Office Properties Trust","29.64","$2.81B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ofc",
"OFC^L","Corporate Office Properties Trust","26.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofc^l",
"CXW","Corrections Corporation of America","33.52","$3.94B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxw",
"CZZ","Cosan Limited","6.46","$1.71B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","6.95","$524.02M","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","18.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","19.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","20.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^d",
"COTV","Cotiviti Holdings, Inc.","21.15","$1.9B","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cotv",
"COT","Cott Corporation","14.12","$1.95B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","26.18","$8.88B","2013","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/coty",
"CFC^A","Countrywide Financial Corporation","25.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfc^a",
"CFC^B","Countrywide Financial Corporation","25.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfc^b",
"CUZ","Cousins Properties Incorporated","10.24","$2.15B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","16.51","$2.16B","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/cva",
"CPF","CPB Inc.","22.95","$713.02M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cpf",
"CPL","CPFL Energia S.A.","13.31","$7.12B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpl",
"CR","Crane Company","55.65","$3.24B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crd.b",
"BAP","Credicorp Ltd.","150.3","$14.19B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","10.27","$19.99B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","15.63","$7.91B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","19.27","$1.33B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceqp",
"CRH","CRH PLC","27.88","$22.97B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","18.02","$108.12M","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","24.17","$803.36M","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/capl",
"CCI","Crown Castle International Corporation","102.56","$34.62B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cci",
"CCI^A","Crown Castle International Corporation","122.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cci^a",
"CCK","Crown Holdings, Inc.","49.75","$6.94B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","11.85","$386.47M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cry",
"CSRA","CSRA Inc.","23.18","$3.79B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/csra",
"CSS","CSS Industries, Inc.","26.84","$242.45M","n/a","Consumer Services","Consumer: Greeting Cards","http://www.nasdaq.com/symbol/css",
"CST","CST Brands, Inc.","42.9","$3.25B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cst",
"CTS","CTS Corporation","17.51","$573.6M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","31.43","$5.58B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cube",
"CUBE^A","CubeSmart","25.8462","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cube^a",
"CUB","Cubic Corporation","38.89","$1.05B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","60.59","$3.76B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","26.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfr^a",
"CFI","Culp, Inc.","26.98","$330.52M","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/cfi",
"CMI","Cummins Inc.","110.18","$18.77B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CW","Curtiss-Wright Corporation","82.31","$3.66B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","9.0989","$875013.92","2012","n/a","n/a","http://www.nasdaq.com/symbol/srf",
"SZC","Cushing Renaissance Fund (The)","15.53","$94.02M","2012","n/a","n/a","http://www.nasdaq.com/symbol/szc",
"CUBI","Customers Bancorp, Inc","23.99","$648.8M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","26.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","25.7405","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","25.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^e",
"CUBS","Customers Bancorp, Inc","26.6249","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubs",
"CSI","Cutwater Select Income Fund","19.74","$211.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csi",
"CVT","CVENT, INC.","35.12","$1.48B","1987","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvt",
"CVI","CVR Energy Inc.","15.6","$1.35B","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","8.16","$924.39M","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/uan",
"CVRR","CVR Refining, LP","7.17","$1.06B","2013","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"CVS","CVS Health Corporation","94.98","$102.01B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"CELP","Cypress Energy Partners, L.P.","9.4","$111.31M","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/celp",
"CYS","CYS Investments, Inc.","8.44","$1.28B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cys",
"CYS^A","CYS Investments, Inc.","24.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cys^a",
"CYS^B","CYS Investments, Inc.","23.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cys^b",
"DHI","D.R. Horton, Inc.","31.77","$11.78B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/dhi",
"CB","D/B/A Chubb Limited New","128.98","$59.91B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cb",
"DAN","Dana Holding Corporation","10.09","$1.49B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","80.4","$55.37B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dhr",
"DAC","Danaos Corporation","2.72","$298.61M","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","22.95","$239.45M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","61.49","$7.79B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","14.79","$2.43B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dar",
"DVA","DaVita healthCare Partners Inc.","76.37","$15.77B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dva",
"DPM","DCP Midstream Partners, LP","34.21","$3.93B","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dpm",
"DCT","DCT Industrial Trust Inc","48.1","$4.33B","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dct",
"DDR","DDR Corp.","18.82","$6.88B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ddr",
"DDR^J","DDR Corp.","25.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^j",
"DDR^K","DDR Corp.","26.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^k",
"DF","Dean Foods Company","18.27","$1.68B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","56.99","$1.83B","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/deck",
"DE","Deere & Company","79.17","$24.88B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","9.58","$151.97M","2007","n/a","n/a","http://www.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","9.72","$87.16M","1993","n/a","n/a","http://www.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","27.74","$673.44M","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","12.87","$795.41M","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DLPH","Delphi Automotive plc","60.19","$16.43B","2011","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","35.62","$27.48B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/dal",
"DEL","Deltic Timber Corporation","65.19","$791.62M","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/del",
"DLX","Deluxe Corporation","65.49","$3.2B","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/dlx",
"DMD","Demand Media Inc.","5.35","$109.02M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/dmd",
"DWRE","DEMANDWARE, INC.","74.98","$2.85B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/dwre",
"DNR","Denbury Resources Inc.","3.25","$1.14B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"DKT","Deutsch Bk Contingent Cap Tr V","25.28","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","13.4","$18.32B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/db",
"DTK","Deutsche Bank AG","25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dtk",
"DXB","Deutsche Bank AG","24.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","36.15","$18.94B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DV","DeVry Education Group Inc.","18.23","$1.14B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/dv",
"DHX","DHI Group, Inc.","6.18","$320.45M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","4.9","$457.49M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dht",
"DEO","Diageo plc","113.19","$77.94B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","24.57","$3.37B","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"DRII","Diamond Resorts International, Inc.","29.96","$2.09B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/drii",
"DRH","Diamondrock Hospitality Company","9.03","$1.81B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","2.53","$208.84M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","17.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dsx^b",
"DSXN","Diana Shipping inc.","20.9","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsxn",
"DKS","Dick&#39;s Sporting Goods Inc","46.4","$5.29B","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dks",
"DBD","Diebold, Incorporated","24.58","$1.6B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","111.23","$16.33B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dlr",
"DLR^E","Digital Realty Trust, Inc.","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^e",
"DLR^F","Digital Realty Trust, Inc.","26.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^f",
"DLR^G","Digital Realty Trust, Inc.","25.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^g",
"DLR^H","Digital Realty Trust, Inc.","28.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^h",
"DLR^I","Digital Realty Trust, Inc.","26.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^i",
"DGI","DigitalGlobe, Inc","21.29","$1.34B","2009","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dgi",
"DDS","Dillard&#39;s, Inc.","58.88","$2.03B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","26.3875","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/ddt",
"DIN","DineEquity, Inc","84.23","$1.55B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","34.86","$2.3B","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","52.33","$21.57B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dfs",
"DFS^B","Discover Financial Services","26.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dfs^b",
"DRA","Diversified Real Asset Income Fund","16.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dra",
"DNI","Dividend and Income Fund","10.88","$93.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","47.05","$4.72B","2005","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","93.6","$26.56B","2009","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dg",
"DDC","Dominion Diamond Corporation","9.11","$777.41M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ddc",
"DM","Dominion Midstream Partners, LP","27.95","$2.17B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dm",
"D","Dominion Resources, Inc.","78.45","$48.34B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DCUC","Dominion Resources, Inc.","51.7722","$31.9B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcuc",
"DPZ","Domino&#39;s Pizza Inc","133.93","$6.72B","2004","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","34.04","$2.21B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","33.88","$4.51B","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/dci",
"LPG","Dorian LPG Ltd.","6.99","$388.83M","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","18.5","$1.87B","2013","n/a","n/a","http://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","26.44","$389.15M","2012","n/a","n/a","http://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","25.34","$570.19M","2010","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","35.87","$5.3B","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","67.1","$10.41B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","1.09","$35.99M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2.1549","$79.39M","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dvd",
"DOW","Dow Chemical Company (The)","48.76","$54.75B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dow",
"DPS","Dr Pepper Snapple Group, Inc","97.34","$18.09B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","52.18","$8.9B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","7.13","$302.83M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/drd",
"DW","Drew Industries Incorporated","84.61","$2.07B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dw",
"DHF","Dreyfus High Yield Strategies Fund","3.3","$239.57M","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","14.48","$266.17M","2013","n/a","n/a","http://www.nasdaq.com/symbol/dmb",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","9.07","$560.97M","1989","n/a","n/a","http://www.nasdaq.com/symbol/dsm",
"LEO","Dreyfus Strategic Municipals, Inc.","9.5","$587.57M","1987","n/a","n/a","http://www.nasdaq.com/symbol/leo",
"DRQ","Dril-Quip, Inc.","56.54","$2.15B","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DST","DST Systems, Inc.","116.41","$3.86B","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"DSW","DSW Inc.","20.69","$1.7B","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dsw",
"DTE","DTE Energy Company","100.1","$17.96B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.32","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.67","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTZ","DTE Energy Company","25.87","n/a","2011","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtz",
"DCO","Ducommun Incorporated","19.09","$212.81M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","16.96","$643.29M","2011","n/a","n/a","http://www.nasdaq.com/symbol/dpg",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","7.72","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","10.71","$2.94B","1987","n/a","n/a","http://www.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","16.78","$142.95M","1991","n/a","n/a","http://www.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.68","$266.15M","1993","n/a","n/a","http://www.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","86.93","$59.89B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","26.95","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","26.59","$9.2B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dre",
"DNB","Dun & Bradstreet Corporation (The)","122.14","$4.43B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dnb",
"DFT","Dupont Fabros Technology, Inc.","48.02","$3.57B","2007","Finance","Real Estate","http://www.nasdaq.com/symbol/dft",
"DFT^B.CL","Dupont Fabros Technology, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^b.cl",
"DFT^C","Dupont Fabros Technology, Inc.","27.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^c",
"DHG","DWS High Income Opportunities Fund, Inc.","13.605","$206.54M","2006","n/a","n/a","http://www.nasdaq.com/symbol/dhg",
"DY","Dycom Industries, Inc.","89.06","$2.79B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/dy",
"DLNG","Dynagas LNG Partners LP","14.23","$505.02M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/dlng",
"DLNG^A","Dynagas LNG Partners LP","23.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlng^a",
"DYN","Dynegy Inc.","16.49","$1.93B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DYN.WS","Dynegy Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn.ws",
"DYN^A","Dynegy Inc.","60.4999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn^a",
"DYNC","Dynegy Inc.","104.096","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dync",
"DX","Dynex Capital, Inc.","6.67","$327.48M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dx",
"DX^A","Dynex Capital, Inc.","25.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^a",
"DX^B","Dynex Capital, Inc.","24.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^b",
"DD","E.I. du Pont de Nemours and Company","62.96","$55B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd",
"DD^A","E.I. du Pont de Nemours and Company","90.3","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","105.4175","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^b",
"SSP","E.W. Scripps Company (The)","15.87","$1.33B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ssp",
"EGIF","Eagle Growth and Income Opportunities Fund","17.53","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","76.11","$3.67B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/exp",
"ECC           ","Eagle Point Credit Company Inc.","16.1","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/ecc",
"ECCA","Eagle Point Credit Company Inc.","25.65","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/ecca",
